Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.00435629593883;0.0320095327462;3;[36, 57];[3, 4];[20, 15];[5, 5];0.13249211356466878
0.00458628654743;0.00617448201096;3;[49, 41];[2, 2];[20, 20];[55, 23, 11];0.1264705882352941
0.0218935126022;0.00624098164542;1;[48, 42];[2, 3];[15, 10];[8, 8];0.12551159618008187
0.00524809469251;0.230047719819;2;[18, 13];[4, 3];[10, 5];[63, 20, 18];0.11023622047244094
0.00687048966496;0.436143610405;3;[50, 29];[3, 4];[20, 5];[6, 5, 4];0.10526315789473684
0.0188464838222;0.0361648776863;7;[13, 22];[3, 3];[10, 10];[46];0.10483870967741936
0.806001340115;0.172669978009;4;[37, 48];[2, 3];[10, 5];[86, 19];0.10185185185185185
0.00641297817936;0.114230925564;9;[21, 33];[3, 3];[15, 10];[34, 25, 9];0.09591474245115453
0.00712357098446;0.0162219971526;7;[14, 10];[2, 2];[10, 20];[84];0.0958904109589041
0.701691479613;0.0489037103679;10;[58, 41];[4, 3];[5, 10];[80, 59];0.09433962264150943
0.00327988472892;0.042778476767;9;[16, 47];[3, 4];[20, 10];[98, 23, 6];0.09356725146198831
0.0103255836327;0.0946182530582;1;[16, 27];[2, 4];[20, 10];[16, 5];0.09148936170212767
0.00406194367537;0.053634424779;1;[33, 33];[4, 3];[20, 10];[97, 83];0.07325383304940375
0.00356329941577;0.00380704328597;4;[46, 39];[2, 2];[15, 10];[92, 31, 27];0.06255924170616113
0.0174189947927;0.0105869169389;7;[28, 18];[2, 3];[10, 20];[96];0.06032482598607889
0.30344103089;0.106152758304;1;[26, 30];[2, 2];[15, 15];[26, 23];0.059259259259259255
0.00339575609055;0.0190809300505;9;[46, 60];[4, 4];[5, 15];[33];0.05846153846153847
0.483827205079;0.150643051486;10;[39, 31];[3, 2];[10, 5];[63];0.05735294117647059
0.0323043808125;0.0365291360353;9;[50, 13];[4, 2];[5, 15];[84, 30];0.056042031523642725
0.662076163529;0.38142006658;6;[53, 51];[2, 4];[20, 5];[12, 7];0.04174871996849153
0.789567684952;0.45267019237;8;[58, 20];[4, 3];[15, 15];[43];0.03619047619047619
0.58376644372;0.458651795242;5;[17, 14];[4, 4];[15, 20];[46, 32, 32];0.03619047619047619
0.621161080051;0.444492742403;5;[23, 18];[4, 2];[5, 15];[68, 38, 27];0.03619047619047619
0.924474313262;0.975001986901;1;[48, 42];[4, 3];[15, 15];[15, 9, 9];0.03619047619047619
0.343504017512;0.786878482018;5;[59, 14];[4, 3];[10, 10];[87, 15, 12];0.03619047619047619
0.389102540717;0.255995157883;2;[44, 38];[2, 4];[5, 5];[50, 31, 14];0.03619047619047619
0.0916425900931;0.718484622633;1;[20, 54];[3, 4];[10, 20];[94, 81];0.03619047619047619
