Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.00838895000503;0.0369033855133;5;[54, 59];[3, 3];[10, 10];[78, 19, 4];0.3434343434343434
0.373449262288;0.215001721574;6;[40, 45];[4, 4];[20, 15];[52];0.3422459893048128
0.406326749007;0.0527967684647;10;[52, 43];[4, 2];[20, 10];[16, 6, 6];0.34196891191709844
0.0942295941086;0.0149287841887;9;[30, 15];[4, 2];[5, 5];[15, 14, 14];0.3380281690140845
0.00751045245856;0.629451864146;7;[55, 43];[4, 4];[10, 15];[23];0.33749999999999997
0.193446578664;0.751661627026;10;[28, 41];[3, 4];[15, 15];[40, 28];0.3333333333333333
0.0597628776562;0.00627740071071;4;[16, 45];[3, 2];[20, 20];[68, 15];0.3278688524590164
0.392115720067;0.0138045135177;10;[24, 38];[2, 3];[15, 5];[56];0.327683615819209
0.00669772529366;0.300574422205;9;[57, 55];[2, 3];[15, 15];[46, 27, 4];0.31182795698924737
0.61217934472;0.121279223676;3;[53, 35];[3, 3];[15, 10];[9];0.3
0.320566568697;0.328678801238;9;[57, 54];[3, 3];[10, 20];[59, 36];0.2926829268292683
0.0647123475616;0.0106954111287;3;[11, 41];[2, 2];[20, 5];[49, 34, 23];0.2894736842105263
0.421211141884;0.340468567457;8;[36, 53];[4, 3];[5, 20];[92];0.27499999999999997
0.0473473779686;0.700298906107;5;[41, 27];[2, 3];[10, 20];[87];0.2682926829268293
0.027694649721;0.00544163601136;9;[59, 19];[2, 2];[15, 10];[50, 13];0.2522522522522523
0.0198296839462;0.00600648903062;3;[20, 28];[2, 2];[10, 20];[72];0.21866666666666668
0.0222701761724;0.49629658475;2;[24, 58];[4, 2];[10, 5];[10];0.20654911838790932
0.00644547493498;0.0244512739242;4;[18, 28];[3, 3];[10, 10];[35, 7];0.1957040572792363
0.057803240243;0.0331048758101;1;[49, 14];[3, 2];[15, 15];[71];0.18723404255319148
0.648542804891;0.0507296288145;8;[40, 16];[3, 4];[5, 15];[71];0.18604651162790697
0.0154149947539;0.0329074434939;2;[56, 47];[3, 4];[10, 20];[30];0.1859504132231405
0.00730942662144;0.205518209174;3;[35, 40];[2, 4];[20, 5];[75, 63, 12];0.18262806236080179
0.0177410884608;0.0158835561358;1;[51, 28];[4, 2];[5, 15];[68, 10];0.16819012797074953
0.00470923074526;0.0516371243534;8;[29, 39];[4, 3];[5, 10];[54];0.1636828644501279
0.00344253296213;0.423120646234;4;[41, 43];[4, 2];[20, 15];[29, 28, 28];0.15753424657534246
0.034516196062;0.315153997392;1;[51, 58];[4, 3];[20, 5];[71];0.15495495495495498
0.00358328007494;0.295147985203;4;[32, 49];[2, 2];[20, 15];[29];0.1412151067323481
0.00733828820601;0.00845915073466;3;[16, 34];[2, 2];[20, 10];[79];0.13529411764705884
0.0232389707158;0.00328828591248;1;[27, 38];[2, 2];[10, 20];[8];0.1343065693430657
0.00590864398279;0.842909732523;3;[27, 26];[3, 4];[20, 20];[62, 24, 23];0.13333333333333333
0.0161797799071;0.0164501577479;1;[52, 29];[3, 3];[10, 10];[95, 72, 21];0.12654320987654322
0.0295694301802;0.134538446046;1;[40, 42];[2, 4];[15, 20];[98, 96, 30];0.125
0.00587729198837;0.03981587338;3;[13, 31];[3, 4];[20, 20];[64, 59];0.10580645161290321
0.01890356241;0.00685303808263;1;[50, 21];[2, 2];[15, 10];[38];0.10419026047565118
0.080978033056;0.148072975165;1;[47, 39];[2, 4];[20, 5];[85, 40, 4];0.10372771474878444
0.00376868603961;0.0199733096467;9;[32, 21];[3, 3];[15, 10];[53];0.0858257477243173
0.018645951936;0.0687449309286;5;[40, 25];[3, 2];[20, 20];[49, 41];0.0790960451977401
0.00450336914567;0.00475866470872;5;[46, 50];[3, 4];[10, 15];[32, 7];0.0634390651085142
0.0207794572199;0.456947359538;1;[49, 40];[3, 4];[15, 20];[43, 35, 29];0.05717916137229987
0.00480129169936;0.487566134799;6;[58, 30];[3, 3];[5, 15];[44, 29];0.05629139072847682
0.00341384471174;0.0270633464823;10;[21, 43];[3, 3];[15, 20];[52, 18, 13];0.05424200278164117
0.10116933664;0.236809967931;7;[37, 13];[3, 3];[15, 20];[11, 7, 7];0.053973013493253376
0.655252644197;0.224110538576;9;[31, 42];[2, 2];[10, 20];[22, 21, 16];0.04984894259818731
0.426007707334;0.504976419527;9;[17, 27];[2, 3];[20, 5];[72];0.04552352048558422
0.178313375512;0.231309537552;3;[54, 17];[2, 4];[5, 20];[11, 6, 5];0.0363349131121643
0.740908469376;0.546523540707;6;[17, 59];[3, 3];[5, 20];[18];0.03619047619047619
0.530228573233;0.941664010451;5;[56, 42];[2, 2];[15, 20];[70, 57];0.03619047619047619
0.156369979679;0.779788777215;1;[31, 13];[4, 3];[5, 10];[68, 39];0.03619047619047619
0.790367421402;0.695565629147;5;[60, 50];[4, 4];[10, 10];[30, 26];0.03619047619047619
0.529021925994;0.51958519841;4;[50, 37];[4, 4];[20, 10];[71];0.03619047619047619
0.176962676372;0.551369944855;4;[60, 25];[2, 4];[20, 20];[11, 7, 7];0.03619047619047619
0.450192915618;0.735179556307;5;[49, 34];[3, 3];[5, 5];[39, 17, 15];0.03619047619047619
0.577356941886;0.86531819269;9;[57, 26];[2, 4];[15, 20];[86];0.03619047619047619
0.18892310339;0.641810796223;3;[47, 54];[2, 3];[5, 15];[90, 44];0.03619047619047619
0.927593480007;0.8805283716;6;[43, 55];[4, 4];[5, 5];[90];0.03619047619047619
0.457258661453;0.345900317186;1;[58, 60];[3, 3];[15, 5];[24, 15, 15];0.03619047619047619
0.132605064494;0.672609763156;4;[14, 21];[3, 3];[5, 10];[6, 4];0.03619047619047619
