Snapshot;Class;ChangeType
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.uml.TransitionNotationUml;A
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.kernel.NsumlEnabler;D
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.kernel.SingleStereotypeEnabler;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.ui.PredicateMType;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.ui.explorer.ExplorerEventAdaptor;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.uml.ProfileJava;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.uml.diagram.ui.FigNodeAssociation;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.uml.ui.TabTaggedValues;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.uml.ui.behavior.common_behavior.UMLReceptionSignalComboBoxModel;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.model.TestCollaborationsFactory;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.model.TestModel;M
47ef42bf0bc9bf95a7445e684170ce78b12fe553;org.argouml.model.UmlTestSuite;M
6c4fb5f3a3133e4c8abaad04a924e5a058cc39e2;org.argouml.model.CoreHelper;M
983a0c18786568f44dcffdbdad4bc6d6f7550aea;org.argouml.uml.ui.TabDocumentation;M
badfc873464cb502212bffe4233bb4761020c06e;org.argouml.uml.diagram.static_structure.ui.FigComment;M
badfc873464cb502212bffe4233bb4761020c06e;org.argouml.uml.ui.UMLModelElementCommentDocument;A
d0585b8c8dbcdb4c55231334078237c24c768506;org.argouml.uml.diagram.ui.FigNodeModelElement;M
72ca30d4bcbae1df5579444da3f3ddf861e61540;org.argouml.uml.ui.behavior.collaborations.UMLMessageActivatorComboBoxModel;M
1f7f47ad15ef4ae36d6b4da3c8f522a1c24127f3;org.argouml.uml.ui.TabTaggedValuesModel;M
b8b48a4c00d7468075bf9064d89662941b4412e9;org.argouml.application.helpers.ResourceLoaderWrapper;M
c79a29b829be9a81dc2b27dd6f8db35be487a220;org.argouml.uml.ui.foundation.core.UMLCommentBodyDocument;M
c79a29b829be9a81dc2b27dd6f8db35be487a220;org.argouml.uml.ui.foundation.core.PropPanelComment;M
3a0890214331ceec93512b9368bb312ec4a0b81c;org.argouml.uml.diagram.static_structure.ui.FigClass;M
8af3e170758d45b1e5b3878275737d9d057496f4;org.argouml.application.api.Configuration;M
8af3e170758d45b1e5b3878275737d9d057496f4;org.argouml.application.configuration.ConfigurationHandler;M
8af3e170758d45b1e5b3878275737d9d057496f4;org.argouml.application.configuration.ConfigurationProperties;M
aede385bd10212ddd2a9c9edd9fcbcd8b973eb47;org.argouml.application.modules.ModuleLoader;M
44378c6e4927a97b1ed22c81a3e24e98e8981a33;org.argouml.uml.diagram.UMLMutableGraphSupport;M
44378c6e4927a97b1ed22c81a3e24e98e8981a33;org.argouml.uml.diagram.state.StateDiagramGraphModel;M
be4f43311addefd914829664730423c5dc3686d5;org.argouml.uml.diagram.state.StateDiagramGraphModel;M
be4f43311addefd914829664730423c5dc3686d5;org.argouml.uml.diagram.static_structure.ui.FigEdgeNote;M
90001d24ac2e9708c17bf26e78bfdc288f121c74;org.argouml.uml.diagram.static_structure.ui.FigEdgeNote;M
3bcb5e723a83fa9402e00c8c318f369c8bb5a6a7;org.argouml.uml.ui.foundation.extension_mechanisms.UMLTagDefinitionComboBoxModel;M
010f0dad4462f05ed46e63ef21e9559b0ff03989;org.argouml.ui.explorer.ExplorerPopup;M
33e748cc6ad2b9ef07299bc27d1237be107a8e6d;org.argouml.persistence.XmiFilePersister;M
33e748cc6ad2b9ef07299bc27d1237be107a8e6d;org.argouml.persistence.ZipFilePersister;M
21890b75cfba1e67f3e70c9fbfbf1021ec0c7570;org.argouml.uml.ui.ActionBaseDelete;M
34e4cd019cc312ebd049b2700f765915d845050f;org.argouml.uml.ui.ActionBaseDelete;M
aee53a9e6f343fc07b3f3a6ba20f8d4e80fea470;org.argouml.model.Model;M
aee53a9e6f343fc07b3f3a6ba20f8d4e80fea470;org.argouml.model.ModelImplementation;M
aee53a9e6f343fc07b3f3a6ba20f8d4e80fea470;org.argouml.model.Multiplicities;D
aee53a9e6f343fc07b3f3a6ba20f8d4e80fea470;org.argouml.model.uml.KindsImpl;M
aee53a9e6f343fc07b3f3a6ba20f8d4e80fea470;org.argouml.model.uml.NSUMLModelImplementation;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.diagram.ui.ActionMultiplicity;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.UMLListCellRenderer2;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.UMLMultiplicityComboBox2;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.UMLMultiplicityComboBoxModel;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.behavior.collaborations.ActionSetClassifierRoleMultiplicity;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleMultiplicityComboBoxModel;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.foundation.core.ActionSetAssociationEndMultiplicity;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.foundation.core.ActionSetStructuralFeatureMultiplicity;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.foundation.core.UMLAssociationEndMultiplicityComboBoxModel;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.foundation.core.UMLStructuralFeatureMultiplicityComboBoxModel;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.foundation.extension_mechanisms.ActionSetTagDefinitionMultiplicity;M
eadbd70ecca1232a457f387907a218c114591aad;org.argouml.uml.ui.foundation.extension_mechanisms.UMLTagDefinitionMultiplicityComboBoxModel;M
aed0e965780de80a995620503c81bb8dd5a4454c;org.argouml.language.cpp.generator.GeneratorCpp;M
aed0e965780de80a995620503c81bb8dd5a4454c;org.argouml.language.php.generator.GeneratorPHP4;M
aed0e965780de80a995620503c81bb8dd5a4454c;org.argouml.language.java.generator.GeneratorJava;M
aed0e965780de80a995620503c81bb8dd5a4454c;org.argouml.uml.cognitive.critics.CrMergeClasses;M
8c5ff2a09357e4f2b741a90d8aee6bb0976c4788;org.argouml.uml.generator.GeneratorDisplay;M
2f712d861177d1ec1e843680146b89ed8173f822;org.argouml.persistence.PGMLStackParser;M
2f712d861177d1ec1e843680146b89ed8173f822;org.argouml.uml.diagram.ui.FigEdgeModelElement;M
2f712d861177d1ec1e843680146b89ed8173f822;org.argouml.uml.diagram.ui.ModeCreateCommentEdge;M
4c0f8dfb6e192e93f939e466ac6678c52279883d;org.argouml.uml.diagram.static_structure.ClassDiagramGraphModel;M
4c0f8dfb6e192e93f939e466ac6678c52279883d;org.argouml.uml.diagram.static_structure.ui.FigEdgeNote;M
4c0f8dfb6e192e93f939e466ac6678c52279883d;org.argouml.uml.diagram.ui.FigCommentPort;A
4c0f8dfb6e192e93f939e466ac6678c52279883d;org.argouml.uml.diagram.ui.FigEdgeModelElement;M
4c0f8dfb6e192e93f939e466ac6678c52279883d;org.argouml.uml.diagram.ui.FigTee;D
4c0f8dfb6e192e93f939e466ac6678c52279883d;org.argouml.uml.diagram.ui.ModeCreateCommentEdge;M
42d42b2d22e0cd634e0bbb064c1b854dff2f4bfa;org.argouml.uml.diagram.ui.ActionSetAddCommentLinkMode;A
42d42b2d22e0cd634e0bbb064c1b854dff2f4bfa;org.argouml.uml.diagram.ui.FigEdgeModelElement;M
42d42b2d22e0cd634e0bbb064c1b854dff2f4bfa;org.argouml.uml.diagram.ui.FigTee;A
42d42b2d22e0cd634e0bbb064c1b854dff2f4bfa;org.argouml.uml.diagram.ui.ModeCreateCommentEdge;A
42d42b2d22e0cd634e0bbb064c1b854dff2f4bfa;org.argouml.uml.diagram.ui.UMLDiagram;M
bee25e40d5ae4dfa0228e69e31056f7cd242e042;org.argouml.uml.ui.ActionBaseDelete;M
2bed48dfa30cf964b2d30dc4ae473528a20823ec;org.argouml.uml.diagram.ui.FigEdgeModelElement;M
606c1490b8cc32eb147c6a2a9208bf60e26bc3ef;org.argouml.model.Facade;M
1446a7377b354d67f60dc0958c30b581f89c8de3;org.argouml.uml.ui.UMLComboBoxModel2;M
dd841da9bbf2ba5286b69bff7c4068b29dc21fdf;org.argouml.model.CoreHelper;M
7f4ce42dec4d8e8cce13e5c6b6a8cb72476ed1bd;org.argouml.uml.ui.UMLListCellRenderer2;M
fa39fcd23fde2ed35acd7411765116105dfcfb3f;org.argouml.uml.diagram.static_structure.ui.UMLClassDiagram;M
9213c6cd7acf50343ea8fcee2032e23fd9d60676;org.argouml.uml.diagram.ui.UMLDiagram;M
259c2466114a44a59b80a3847908570973e82408;org.argouml.ui.cmd.GenericArgoMenuBar;M
ffd753e0498c97c8d60379612be6a2ef4c188c33;org.argouml.language.cpp.generator.GeneratorCpp;M
8262f62138cb07a4c8ca199c38686eaeb561048d;org.argouml.uml.ui.TabTaggedValues;M
e75ecf2405d851dba7420563558d431484941265;org.argouml.uml.ui.UMLComboBoxModel2;M
b8030494487ab5896e41b4f8e51ce15dc81f4d8f;org.argouml.uml.ui.UMLPlainTextDocument;M
abd285c9525d6f94088126ae14aa154a05bdd73c;org.argouml.model.DataTypesFactory;M
825619413ca9b1e9db168146ec140570e3547503;org.argouml.uml.ui.foundation.core.UMLModelElementNamespaceComboBoxModel;M
09c92776fa06ea0bbc45fb973871216653310faf;org.argouml.model.uml.DataTypesFactoryImpl;M
654df134cb3d02718b240aa6f0528b13ca6976f6;org.argouml.uml.diagram.ui.ModeCreateAssociationEnd;M
